Date,Open,High,Low,Close,Adj Close,Volume
2009-12-14,8.810000,9.390000,8.570000,9.050000,9.050000,133826600
2009-12-21,9.090000,9.950000,9.010000,9.910000,9.910000,87532300
2009-12-28,9.970000,10.040000,9.440000,9.680000,9.680000,62056500
2010-01-04,9.790000,9.900000,9.180000,9.430000,9.430000,100097400
2010-01-11,9.380000,9.440000,8.520000,8.840000,8.840000,146722300
2010-01-18,8.840000,9.210000,7.820000,7.880000,7.880000,154704900
2010-01-25,8.010000,8.250000,7.300000,7.460000,7.460000,137881100
2010-02-01,7.610000,7.980000,6.980000,7.350000,7.350000,123089700
2010-02-08,7.380000,8.000000,7.280000,7.870000,7.870000,98312800
2010-02-15,7.910000,8.200000,7.820000,7.930000,7.930000,48382600
2010-02-22,7.960000,8.100000,7.620000,7.910000,7.910000,79860000
2010-03-01,7.940000,8.700000,7.940000,8.610000,8.610000,83897300
2010-03-08,8.660000,9.090000,8.430000,8.930000,8.930000,82632100
2010-03-15,8.880000,9.740000,8.800000,9.110000,9.110000,94070300
2010-03-22,8.910000,9.490000,8.790000,9.020000,9.020000,65802600
2010-03-29,9.080000,9.490000,9.060000,9.370000,9.370000,47681000
2010-04-05,9.470000,9.830000,9.180000,9.300000,9.300000,104033300
2010-04-12,9.370000,10.240000,9.350000,9.810000,9.810000,183759200
2010-04-19,9.730000,9.910000,9.290000,9.760000,9.760000,118995600
2010-04-26,9.800000,10.150000,9.060000,9.070000,9.070000,126858100
2010-05-03,9.180000,9.380000,7.810000,8.380000,8.380000,204089400
2010-05-10,8.920000,9.780000,8.310000,8.800000,8.800000,201566000
2010-05-17,8.750000,9.010000,7.750000,8.400000,8.400000,164537500
2010-05-24,8.320000,8.870000,7.680000,8.570000,8.570000,144689200
2010-05-31,8.430000,8.730000,8.010000,8.110000,8.110000,115550400
2010-06-07,8.200000,8.220000,7.420000,8.120000,8.120000,137045000
2010-06-14,8.310000,9.190000,8.240000,8.830000,8.830000,129308900
2010-06-21,9.030000,9.160000,7.930000,8.090000,8.090000,126930800
2010-06-28,8.140000,8.240000,7.020000,7.170000,7.170000,145176300
2010-07-05,7.400000,7.520000,6.960000,7.340000,7.340000,91765700
2010-07-12,7.380000,7.820000,7.110000,7.370000,7.370000,248579300
2010-07-19,7.410000,7.840000,7.150000,7.820000,7.820000,140451200
2010-07-26,7.820000,8.250000,7.410000,7.490000,7.490000,173977100
2010-08-02,7.630000,7.770000,7.410000,7.450000,7.450000,115852800
2010-08-09,7.480000,7.520000,6.260000,6.490000,6.490000,241699600
2010-08-16,6.470000,6.770000,6.190000,6.250000,6.250000,99539800
2010-08-23,6.300000,6.360000,5.530000,6.080000,6.080000,161032600
2010-08-30,6.020000,6.120000,5.570000,6.090000,6.090000,133890100
2010-09-06,6.040000,6.180000,5.670000,5.810000,5.810000,81392200
2010-09-13,5.890000,6.470000,5.890000,6.120000,6.120000,145566300
2010-09-20,6.160000,6.850000,6.020000,6.840000,6.840000,164020800
2010-09-27,6.920000,7.440000,6.840000,7.050000,7.050000,198765000
2010-10-04,7.030000,7.120000,6.770000,7.050000,7.050000,129205900
2010-10-11,7.100000,7.480000,7.000000,7.120000,7.120000,158692600
2010-10-18,7.110000,7.140000,6.790000,6.890000,6.890000,155934600
2010-10-25,6.960000,7.680000,6.940000,7.340000,7.340000,130929800
2010-11-01,7.480000,8.160000,7.300000,8.040000,8.040000,117010200
2010-11-08,8.030000,8.240000,7.460000,7.630000,7.630000,154919800
2010-11-15,7.750000,7.820000,7.240000,7.470000,7.470000,88888500
2010-11-22,7.440000,7.670000,7.260000,7.550000,7.550000,40817100
2010-11-29,7.470000,7.700000,7.260000,7.650000,7.650000,89150400
2010-12-06,7.650000,8.230000,7.610000,8.070000,8.070000,106620400
2010-12-13,8.130000,8.430000,7.860000,8.100000,8.100000,98417600
2010-12-20,8.090000,8.320000,7.950000,8.040000,8.040000,43717000
2010-12-27,8.000000,8.190000,7.930000,8.180000,8.180000,35742200
2011-01-03,8.440000,8.950000,8.390000,8.830000,8.830000,102746200
2011-01-10,9.050000,9.250000,8.050000,8.200000,8.200000,228447700
2011-01-17,8.200000,8.240000,7.510000,7.540000,7.540000,134246100
2011-01-24,7.530000,7.830000,7.340000,7.490000,7.490000,153062900
2011-01-31,7.550000,8.600000,7.500000,8.400000,8.400000,163290100
2011-02-07,8.470000,8.490000,8.030000,8.280000,8.280000,82096300
2011-02-14,8.260000,9.580000,8.250000,9.180000,9.180000,200135400
2011-02-21,8.880000,9.450000,8.370000,9.290000,9.290000,134839400
2011-02-28,9.340000,9.390000,9.000000,9.230000,9.230000,104049400
2011-03-07,9.190000,9.220000,8.260000,8.650000,8.650000,120799800
2011-03-14,8.560000,8.750000,7.930000,8.550000,8.550000,94024800
2011-03-21,8.730000,8.900000,8.280000,8.880000,8.880000,74147400
2011-03-28,8.890000,8.890000,8.270000,8.360000,8.360000,80159700
2011-04-04,8.400000,8.540000,8.010000,8.470000,8.470000,108685300
2011-04-11,8.460000,8.580000,8.020000,8.270000,8.270000,66837400
2011-04-18,8.110000,8.770000,8.010000,8.710000,8.710000,68935900
2011-04-25,8.670000,9.140000,8.420000,9.100000,9.100000,84983700
2011-05-02,9.160000,9.170000,8.630000,8.920000,8.920000,77032500
2011-05-09,8.930000,9.070000,8.720000,8.900000,8.900000,69553100
2011-05-16,8.770000,8.950000,8.380000,8.620000,8.620000,86939900
2011-05-23,8.490000,8.690000,8.310000,8.490000,8.490000,62587000
2011-05-30,8.560000,8.710000,7.920000,7.970000,7.970000,61288700
2011-06-06,7.970000,7.990000,7.440000,7.590000,7.590000,87470400
2011-06-13,7.600000,7.790000,6.960000,7.000000,7.000000,118897100
2011-06-20,6.960000,7.250000,6.720000,6.900000,6.900000,129164800
2011-06-27,6.910000,7.130000,6.790000,7.110000,7.110000,110457800
2011-07-04,7.110000,7.200000,6.920000,6.950000,6.950000,61809700
2011-07-11,6.800000,6.900000,6.310000,6.430000,6.430000,116862300
2011-07-18,6.370000,7.790000,6.090000,7.750000,7.750000,190778600
2011-07-25,7.620000,7.870000,7.210000,7.340000,7.340000,114893900
2011-08-01,7.540000,7.580000,6.160000,6.560000,6.560000,162067300
2011-08-08,6.030000,6.420000,5.600000,6.210000,6.210000,143499500
2011-08-15,6.280000,6.470000,5.640000,5.980000,5.980000,108276400
2011-08-22,6.130000,6.700000,5.890000,6.490000,6.490000,111208900
2011-08-29,6.580000,6.940000,6.280000,6.320000,6.320000,90918700
2011-09-05,6.090000,6.960000,6.070000,6.520000,6.520000,84504900
2011-09-12,6.400000,7.440000,6.400000,7.200000,7.200000,106886000
2011-09-19,6.960000,7.140000,5.900000,6.170000,6.170000,140489100
2011-09-26,6.370000,6.760000,5.070000,5.080000,5.080000,181605700
2011-10-03,5.030000,5.030000,4.310000,4.730000,4.730000,147162700
2011-10-10,4.850000,5.070000,4.750000,4.920000,4.920000,79503700
2011-10-17,4.900000,4.920000,4.450000,4.720000,4.720000,95410900
2011-10-24,4.740000,6.050000,4.740000,5.940000,5.940000,147750000
2011-10-31,5.840000,5.960000,5.290000,5.670000,5.670000,130010400
2011-11-07,5.670000,6.000000,5.340000,5.950000,5.950000,93804000
2011-11-14,5.930000,5.990000,5.400000,5.470000,5.470000,69580700
2011-11-21,5.340000,5.480000,4.960000,4.990000,4.990000,61773900
2011-11-28,5.240000,5.830000,5.200000,5.650000,5.650000,57105200
2011-12-05,5.750000,5.840000,5.390000,5.540000,5.540000,65288700
2011-12-12,5.380000,5.390000,5.010000,5.130000,5.130000,75949300
2011-12-19,5.200000,5.510000,4.820000,5.410000,5.410000,62463500
2011-12-26,5.400000,5.480000,5.240000,5.400000,5.400000,23976800
2012-01-02,5.530000,5.590000,5.350000,5.430000,5.430000,45125500
2012-01-09,5.420000,5.850000,5.380000,5.660000,5.660000,55062300
2012-01-16,5.770000,6.490000,5.710000,6.420000,6.420000,78653300
2012-01-23,6.420000,6.950000,6.230000,6.820000,6.820000,139097200
2012-01-30,6.730000,7.120000,6.610000,7.080000,7.080000,76607500
2012-02-06,7.020000,7.390000,6.900000,7.050000,7.050000,77455900
2012-02-13,7.240000,7.680000,7.170000,7.420000,7.420000,80602300
2012-02-20,7.440000,7.570000,7.000000,7.460000,7.460000,72103500
2012-02-27,7.400000,7.700000,7.270000,7.460000,7.460000,69572800
2012-03-05,7.350000,7.650000,6.760000,7.580000,7.580000,95484000
2012-03-12,7.550000,8.330000,7.430000,8.200000,8.200000,97236700
2012-03-19,8.190000,8.230000,7.900000,8.090000,8.090000,55024200
2012-03-26,8.160000,8.350000,7.930000,8.020000,8.020000,62385400
2012-04-02,8.030000,8.240000,7.600000,7.870000,7.870000,61931400
2012-04-09,7.710000,7.950000,7.520000,7.730000,7.730000,58982100
2012-04-16,7.800000,8.210000,7.550000,7.760000,7.760000,108536600
2012-04-23,7.590000,7.650000,7.210000,7.330000,7.330000,103256100
2012-04-30,7.300000,7.720000,7.130000,7.180000,7.180000,74390800
2012-05-07,7.130000,7.320000,6.480000,6.780000,6.780000,86672400
2012-05-14,6.690000,6.890000,6.000000,6.010000,6.010000,85210600
2012-05-21,6.100000,6.340000,5.890000,6.220000,6.220000,68418700
2012-05-28,6.230000,6.460000,5.630000,5.730000,5.730000,80692500
2012-06-04,5.760000,6.140000,5.520000,5.910000,5.910000,66324900
2012-06-11,6.010000,6.020000,5.680000,5.870000,5.870000,54721500
2012-06-18,5.850000,6.090000,5.630000,5.730000,5.730000,89652200
2012-06-25,5.640000,5.730000,5.320000,5.730000,5.730000,69114200
2012-07-02,5.750000,6.080000,5.660000,5.750000,5.750000,45791300
2012-07-09,5.690000,5.780000,4.810000,4.900000,4.900000,140649300
2012-07-16,4.850000,5.070000,4.200000,4.220000,4.220000,124785600
2012-07-23,4.150000,4.200000,3.980000,4.090000,4.090000,88590000
2012-07-30,4.080000,4.150000,3.890000,4.090000,4.090000,63464100
2012-08-06,4.100000,4.470000,3.950000,4.340000,4.340000,118674400
2012-08-13,4.310000,4.350000,4.080000,4.100000,4.100000,58610900
2012-08-20,4.100000,4.180000,3.850000,3.940000,3.940000,87923600
2012-08-27,3.950000,3.950000,3.600000,3.720000,3.720000,73310700
2012-09-03,3.690000,3.710000,3.430000,3.450000,3.450000,101429000
2012-09-10,3.490000,3.990000,3.460000,3.900000,3.900000,177719500
2012-09-17,3.900000,4.020000,3.580000,3.600000,3.600000,205999900
2012-09-24,3.540000,3.550000,3.220000,3.370000,3.370000,111034400
2012-10-01,3.390000,3.410000,3.090000,3.220000,3.220000,114355200
2012-10-08,3.210000,3.260000,2.740000,2.740000,2.740000,150913100
2012-10-15,2.790000,2.830000,2.170000,2.180000,2.180000,243820400
2012-10-22,2.230000,2.230000,2.030000,2.070000,2.070000,147455600
2012-10-29,2.130000,2.150000,2.050000,2.100000,2.100000,59926200
2012-11-05,2.100000,2.140000,1.960000,2.030000,2.030000,150544600
2012-11-12,2.040000,2.350000,1.810000,1.860000,1.860000,159875100
2012-11-19,1.900000,1.970000,1.860000,1.950000,1.950000,46504200
2012-11-26,1.960000,2.220000,1.840000,2.200000,2.200000,190051300
2012-12-03,2.280000,2.480000,2.210000,2.360000,2.360000,199131200
2012-12-10,2.350000,2.440000,2.300000,2.390000,2.390000,90949500
2012-12-17,2.410000,2.590000,2.250000,2.590000,2.590000,128048700
2012-12-24,2.540000,2.570000,2.250000,2.280000,2.280000,67119100
2012-12-31,2.290000,2.590000,2.280000,2.590000,2.590000,94934100
2013-01-07,2.610000,2.760000,2.550000,2.670000,2.670000,110832000
2013-01-14,2.680000,2.780000,2.430000,2.460000,2.460000,132039800
2013-01-21,2.520000,2.930000,2.430000,2.850000,2.850000,170480400
2013-01-28,2.890000,2.920000,2.450000,2.600000,2.600000,110141600
2013-02-04,2.630000,2.640000,2.490000,2.590000,2.590000,49406700
2013-02-11,2.590000,2.830000,2.590000,2.710000,2.710000,71593200
2013-02-18,2.750000,2.840000,2.520000,2.610000,2.610000,92211400
2013-02-25,2.640000,2.650000,2.420000,2.420000,2.420000,76252000
2013-03-04,2.440000,2.640000,2.360000,2.560000,2.560000,71783900
2013-03-11,2.570000,2.630000,2.510000,2.600000,2.600000,55412700
2013-03-18,2.590000,2.750000,2.530000,2.540000,2.540000,81360700
2013-03-25,2.570000,2.620000,2.490000,2.550000,2.550000,28365900
2013-04-01,2.540000,2.570000,2.280000,2.290000,2.290000,65280500
2013-04-08,2.310000,2.660000,2.260000,2.480000,2.480000,123000000
2013-04-15,2.450000,2.560000,2.290000,2.470000,2.470000,89686500
2013-04-22,2.470000,2.720000,2.430000,2.640000,2.640000,83508100
2013-04-29,2.660000,3.800000,2.650000,3.600000,3.600000,293388500
2013-05-06,3.720000,3.990000,3.440000,3.950000,3.950000,221553800
2013-05-13,3.950000,4.420000,3.660000,4.070000,4.070000,261703700
2013-05-20,4.180000,4.200000,3.790000,4.050000,4.050000,154598800
2013-05-27,4.130000,4.150000,3.960000,4.000000,4.000000,68827600
2013-06-03,4.020000,4.040000,3.810000,3.910000,3.910000,91845500
2013-06-10,3.950000,4.110000,3.870000,3.940000,3.940000,95767300
2013-06-17,4.120000,4.180000,3.860000,4.000000,4.000000,138464500
2013-06-24,4.070000,4.210000,3.990000,4.080000,4.080000,106374900
2013-07-01,4.110000,4.130000,3.950000,4.070000,4.070000,48760100
2013-07-08,4.080000,4.500000,3.960000,4.320000,4.320000,202866900
2013-07-15,4.340000,4.650000,3.850000,4.030000,4.030000,300535500
2013-07-22,4.010000,4.010000,3.580000,3.820000,3.820000,249591300
2013-07-29,3.870000,3.900000,3.750000,3.800000,3.800000,121959000
2013-08-05,3.830000,3.840000,3.570000,3.650000,3.650000,89400800
2013-08-12,3.620000,3.840000,3.610000,3.660000,3.660000,95039700
2013-08-19,3.670000,3.740000,3.590000,3.650000,3.650000,77642900
2013-08-26,3.650000,3.660000,3.250000,3.270000,3.270000,138734500
2013-09-02,3.320000,3.600000,3.250000,3.570000,3.570000,104196500
2013-09-09,3.630000,3.890000,3.620000,3.830000,3.830000,135135500
2013-09-16,3.900000,4.000000,3.770000,3.830000,3.830000,199053700
2013-09-23,3.810000,3.980000,3.750000,3.860000,3.860000,94838800
2013-09-30,3.790000,3.950000,3.750000,3.910000,3.910000,103829500
2013-10-07,3.870000,3.910000,3.550000,3.830000,3.830000,130102100
2013-10-14,3.870000,4.130000,3.510000,3.530000,3.530000,304565900
2013-10-21,3.560000,3.560000,3.040000,3.340000,3.340000,313725000
2013-10-28,3.380000,3.390000,3.250000,3.310000,3.310000,88329700
2013-11-04,3.340000,3.380000,3.200000,3.270000,3.270000,76746000
2013-11-11,3.290000,3.570000,3.250000,3.500000,3.500000,88775300
2013-11-18,3.530000,3.540000,3.330000,3.340000,3.340000,68239600
2013-11-25,3.360000,3.680000,3.340000,3.640000,3.640000,63919500
2013-12-02,3.650000,3.710000,3.480000,3.660000,3.660000,99343600
2013-12-09,3.660000,3.780000,3.600000,3.690000,3.690000,72567000
2013-12-16,3.640000,3.700000,3.510000,3.690000,3.690000,72904800
2013-12-23,3.740000,3.850000,3.720000,3.780000,3.780000,38466300
2013-12-30,3.790000,4.000000,3.780000,4.000000,4.000000,73302700
2014-01-06,4.010000,4.260000,3.990000,4.170000,4.170000,167517500
2014-01-13,4.190000,4.600000,4.090000,4.180000,4.180000,224722300
2014-01-20,4.310000,4.340000,3.410000,3.470000,3.470000,222972900
2014-01-27,3.480000,3.570000,3.350000,3.430000,3.430000,111773700
2014-02-03,3.430000,3.500000,3.290000,3.470000,3.470000,99012700
2014-02-10,3.500000,3.750000,3.450000,3.690000,3.690000,99517000
2014-02-17,3.690000,3.750000,3.650000,3.690000,3.690000,53015100
2014-02-24,3.710000,3.770000,3.630000,3.710000,3.710000,65964300
2014-03-03,3.660000,4.020000,3.600000,3.950000,3.950000,106960900
2014-03-10,4.040000,4.060000,3.800000,3.850000,3.850000,129752200
2014-03-17,3.880000,4.140000,3.780000,4.040000,4.040000,111266500
2014-03-24,4.050000,4.140000,3.870000,3.880000,3.880000,87707400
2014-03-31,3.930000,4.120000,3.900000,4.010000,4.010000,89233600
2014-04-07,3.980000,4.020000,3.650000,3.650000,3.650000,109277100
2014-04-14,3.720000,3.830000,3.650000,3.690000,3.690000,94710800
2014-04-21,4.010000,4.350000,3.960000,4.050000,4.050000,249937600
2014-04-28,4.090000,4.240000,3.870000,4.120000,4.120000,117026200
2014-05-05,4.100000,4.140000,3.850000,3.870000,3.870000,79852500
2014-05-12,3.870000,4.090000,3.860000,4.020000,4.020000,71526600
2014-05-19,4.000000,4.110000,3.960000,4.020000,4.020000,68922200
2014-05-26,4.050000,4.060000,3.980000,4.000000,4.000000,38123900
2014-06-02,4.030000,4.110000,3.920000,4.060000,4.060000,57194100
2014-06-09,4.050000,4.440000,4.040000,4.280000,4.280000,100959600
2014-06-16,4.260000,4.500000,4.070000,4.100000,4.100000,125942300
2014-06-23,4.060000,4.110000,3.900000,4.110000,4.110000,121556300
2014-06-30,4.120000,4.400000,4.080000,4.240000,4.240000,98271000
2014-07-07,4.230000,4.400000,4.100000,4.370000,4.370000,142984100
2014-07-14,4.440000,4.800000,3.670000,3.830000,3.830000,479895300
2014-07-21,3.860000,3.870000,3.690000,3.760000,3.760000,159733400
2014-07-28,3.770000,4.010000,3.680000,3.970000,3.970000,256454900
2014-08-04,3.970000,4.200000,3.930000,4.120000,4.120000,137974200
2014-08-11,4.030000,4.190000,3.990000,4.130000,4.130000,146824500
2014-08-18,4.140000,4.320000,4.140000,4.250000,4.250000,100894500
2014-08-25,4.270000,4.270000,4.070000,4.170000,4.170000,43165100
2014-09-01,4.160000,4.250000,4.150000,4.150000,4.150000,41625500
2014-09-08,4.130000,4.180000,3.960000,3.960000,3.960000,52848500
2014-09-15,3.980000,4.020000,3.700000,3.810000,3.810000,122479400
2014-09-22,3.810000,3.830000,3.600000,3.600000,3.600000,72809300
2014-09-29,3.560000,3.660000,3.280000,3.400000,3.400000,161157200
2014-10-06,3.420000,3.440000,2.710000,2.720000,2.720000,174176800
2014-10-13,2.780000,2.860000,2.540000,2.720000,2.720000,229910200
2014-10-20,2.790000,2.800000,2.600000,2.680000,2.680000,111456400
2014-10-27,2.680000,2.830000,2.650000,2.800000,2.800000,79517600
2014-11-03,2.810000,2.910000,2.750000,2.780000,2.780000,50119700
2014-11-10,2.780000,2.810000,2.610000,2.610000,2.610000,59870400
2014-11-17,2.620000,2.770000,2.590000,2.770000,2.770000,64240400
2014-11-24,2.800000,2.860000,2.760000,2.790000,2.790000,39586000
2014-12-01,2.770000,2.820000,2.610000,2.660000,2.660000,70713100
2014-12-08,2.650000,2.680000,2.350000,2.520000,2.520000,97370200
2014-12-15,2.520000,2.600000,2.420000,2.570000,2.570000,76334700
2014-12-22,2.550000,2.720000,2.520000,2.650000,2.650000,31972900
2014-12-29,2.640000,2.700000,2.630000,2.670000,2.670000,27488600
2015-01-05,2.670000,2.700000,2.540000,2.630000,2.630000,55212500
2015-01-12,2.620000,2.680000,2.390000,2.390000,2.390000,85813300
2015-01-19,2.390000,2.500000,2.140000,2.450000,2.450000,150520900
2015-01-26,2.440000,2.840000,2.440000,2.570000,2.570000,143861700
2015-02-02,2.690000,3.370000,2.650000,3.030000,3.030000,194765900
2015-02-09,3.030000,3.180000,2.930000,3.150000,3.150000,72472600
2015-02-16,3.160000,3.170000,3.010000,3.060000,3.060000,33204500
2015-02-23,3.050000,3.140000,3.020000,3.110000,3.110000,39222200
2015-03-02,3.130000,3.230000,2.830000,2.920000,2.920000,64661700
2015-03-09,2.920000,2.980000,2.710000,2.750000,2.750000,56436400
2015-03-16,2.750000,2.820000,2.720000,2.800000,2.800000,44844500
2015-03-23,2.810000,2.850000,2.530000,2.720000,2.720000,88290400
2015-03-30,2.730000,2.760000,2.650000,2.690000,2.690000,33870600
2015-04-06,2.680000,2.780000,2.680000,2.760000,2.760000,31578000
2015-04-13,2.760000,2.940000,2.450000,2.580000,2.580000,118839600
2015-04-20,2.560000,2.570000,2.250000,2.300000,2.300000,118210200
2015-04-27,2.300000,2.370000,2.250000,2.310000,2.310000,59933900
2015-05-04,2.310000,2.360000,2.240000,2.310000,2.310000,65308200
2015-05-11,2.310000,2.390000,2.300000,2.320000,2.320000,44560200
2015-05-18,2.350000,2.370000,2.270000,2.280000,2.280000,41242000
2015-05-25,2.270000,2.330000,2.200000,2.280000,2.280000,47623900
2015-06-01,2.290000,2.340000,2.250000,2.330000,2.330000,40897500
2015-06-08,2.310000,2.360000,2.280000,2.310000,2.310000,38885400
2015-06-15,2.320000,2.590000,2.290000,2.580000,2.580000,96872600
2015-06-22,2.610000,2.670000,2.370000,2.470000,2.470000,170260800
2015-06-29,2.410000,2.630000,2.310000,2.530000,2.530000,92913700
2015-07-06,2.460000,2.540000,1.930000,1.960000,1.960000,122970000
2015-07-13,1.970000,2.090000,1.740000,1.790000,1.790000,87191400
2015-07-20,1.820000,1.840000,1.650000,1.670000,1.670000,70340600
2015-07-27,1.670000,1.990000,1.610000,1.930000,1.930000,75684400
2015-08-03,1.930000,2.210000,1.900000,2.090000,2.090000,70938400
2015-08-10,1.920000,1.980000,1.790000,1.840000,1.840000,59949700
2015-08-17,1.820000,1.880000,1.680000,1.780000,1.780000,52530700
2015-08-24,1.690000,1.870000,1.650000,1.850000,1.850000,62794300
2015-08-31,1.820000,1.870000,1.710000,1.820000,1.820000,35172300
2015-09-07,1.850000,2.140000,1.810000,2.010000,2.010000,53922500
2015-09-14,2.000000,2.000000,1.810000,1.870000,1.870000,45556800
2015-09-21,1.870000,1.900000,1.660000,1.710000,1.710000,41894500
2015-09-28,1.690000,1.830000,1.650000,1.830000,1.830000,31115700
2015-10-05,1.820000,1.960000,1.770000,1.960000,1.960000,41841000
2015-10-12,1.960000,2.060000,1.850000,1.940000,1.940000,73441300
2015-10-19,1.910000,2.210000,1.910000,2.210000,2.210000,48971700
2015-10-26,2.210000,2.210000,2.100000,2.120000,2.120000,28417200
2015-11-02,2.130000,2.300000,2.110000,2.150000,2.150000,36069100
2015-11-09,2.150000,2.180000,1.940000,1.990000,1.990000,25422500
2015-11-16,1.990000,2.250000,1.950000,2.220000,2.220000,34790900
2015-11-23,2.220000,2.400000,2.170000,2.330000,2.330000,30244300
2015-11-30,2.340000,2.370000,2.200000,2.280000,2.280000,34705000
2015-12-07,2.260000,2.500000,2.210000,2.360000,2.360000,51204500
2015-12-14,2.360000,2.600000,2.300000,2.450000,2.450000,63955400
2015-12-21,2.470000,3.000000,2.430000,2.920000,2.920000,74026000
2015-12-28,2.910000,3.060000,2.860000,2.870000,2.870000,52484100
2016-01-04,2.770000,2.820000,2.100000,2.140000,2.140000,123274400
2016-01-11,2.160000,2.460000,1.990000,2.030000,2.030000,87231000
2016-01-18,2.080000,2.180000,1.750000,2.020000,2.020000,90855900
2016-01-25,2.010000,2.200000,2.010000,2.200000,2.200000,54128000
2016-02-01,2.170000,2.190000,1.950000,1.980000,1.980000,46218000
2016-02-08,1.970000,2.000000,1.810000,1.830000,1.830000,53862200
2016-02-15,1.860000,1.980000,1.820000,1.910000,1.910000,44231100
2016-02-22,1.940000,2.100000,1.930000,2.070000,2.070000,37038200
2016-02-29,2.060000,2.550000,2.050000,2.370000,2.370000,68798600
2016-03-07,2.360000,2.540000,2.150000,2.520000,2.520000,62849500
2016-03-14,2.530000,2.930000,2.450000,2.930000,2.930000,123768600
2016-03-21,2.900000,2.900000,2.620000,2.790000,2.790000,43988000
2016-03-28,2.810000,2.980000,2.700000,2.830000,2.830000,53575000
2016-04-04,2.830000,2.870000,2.610000,2.740000,2.740000,49734100
2016-04-11,2.760000,2.850000,2.680000,2.700000,2.700000,49697800
2016-04-18,2.670000,3.990000,2.600000,3.990000,3.990000,185807300
2016-04-25,3.810000,3.820000,3.310000,3.550000,3.550000,179079400
2016-05-02,3.580000,3.800000,3.540000,3.680000,3.680000,72815000
2016-05-09,3.660000,3.730000,3.450000,3.670000,3.670000,58980700
2016-05-16,3.670000,3.980000,3.650000,3.870000,3.870000,85753900
2016-05-23,3.900000,4.630000,3.880000,4.600000,4.600000,151509800
2016-05-30,4.670000,4.710000,4.070000,4.160000,4.160000,107972400
2016-06-06,4.200000,4.670000,4.170000,4.320000,4.320000,89405700
2016-06-13,4.320000,5.270000,4.300000,5.260000,5.260000,140910200
2016-06-20,5.390000,5.520000,4.760000,4.880000,4.880000,193243600
2016-06-27,4.880000,5.400000,4.650000,5.070000,5.070000,137745700
2016-07-04,5.030000,5.150000,4.820000,5.100000,5.100000,79679900
2016-07-11,5.130000,5.240000,5.000000,5.140000,5.140000,90162300
2016-07-18,5.190000,5.970000,5.100000,5.840000,5.840000,224241700
2016-07-25,5.930000,7.160000,5.920000,6.860000,6.860000,288222600
2016-08-01,6.890000,6.920000,6.150000,6.610000,6.610000,133928200
2016-08-08,6.700000,6.850000,6.250000,6.730000,6.730000,106012000
2016-08-15,6.790000,8.000000,6.610000,7.620000,7.620000,174812100
2016-08-22,7.830000,7.950000,7.200000,7.670000,7.670000,139833400
2016-08-29,7.720000,7.790000,7.090000,7.510000,7.510000,92636200
2016-09-05,7.560000,7.600000,5.850000,5.900000,5.900000,344359200
2016-09-12,5.830000,6.220000,5.660000,6.050000,6.050000,293583900
2016-09-19,6.120000,6.650000,6.080000,6.550000,6.550000,197148700
2016-09-26,6.540000,7.040000,6.290000,6.910000,6.910000,165989200
2016-10-03,6.950000,7.150000,6.620000,6.750000,6.750000,147581000
2016-10-10,6.820000,7.120000,6.240000,6.750000,6.750000,177240100
2016-10-17,6.920000,6.980000,6.370000,6.520000,6.520000,207847500
2016-10-24,6.570000,7.530000,6.540000,7.200000,7.200000,294545200
2016-10-31,7.240000,7.460000,6.460000,6.560000,6.560000,181994300
2016-11-07,6.790000,7.180000,6.220000,6.690000,6.690000,224448900
2016-11-14,6.830000,8.830000,6.610000,8.710000,8.710000,323160700
2016-11-21,8.870000,9.220000,8.500000,8.770000,8.770000,185768800
2016-11-28,8.720000,9.230000,8.260000,8.530000,8.530000,216332400
2016-12-05,8.690000,10.660000,8.450000,10.340000,10.340000,343764100
2016-12-12,10.400000,11.230000,10.270000,10.660000,10.660000,283928300
2016-12-19,10.810000,11.750000,10.520000,11.580000,11.580000,218953100
2016-12-26,11.650000,12.420000,11.010000,11.340000,11.340000,209920700
2017-01-02,11.420000,11.690000,11.020000,11.320000,11.320000,169271900
2017-01-09,11.370000,11.640000,10.330000,10.580000,10.580000,219505000
2017-01-16,10.170000,10.250000,9.420000,9.750000,9.750000,196422800
2017-01-23,9.680000,10.980000,9.680000,10.670000,10.670000,202260800
2017-01-30,10.620000,12.660000,10.220000,12.240000,12.240000,433730400
2017-02-06,12.460000,14.270000,12.380000,13.580000,13.580000,503020000
2017-02-13,13.700000,13.950000,12.600000,13.130000,13.130000,225005000
2017-02-20,13.410000,14.500000,13.400000,14.120000,14.120000,264468300
2017-02-27,14.270000,15.550000,12.790000,13.030000,13.030000,578383100
2017-03-06,13.000000,13.930000,12.380000,13.910000,13.910000,375540000
2017-03-13,14.480000,14.680000,13.360000,13.490000,13.490000,450199300
2017-03-20,13.680000,14.500000,13.540000,13.700000,13.700000,320007200
2017-03-27,13.350000,14.750000,13.210000,14.550000,14.550000,246669500
2017-04-03,14.600000,14.740000,12.830000,13.520000,13.520000,375594500
2017-04-10,13.520000,13.590000,12.220000,12.310000,12.310000,197922600
2017-04-17,12.530000,13.210000,12.370000,13.000000,13.000000,179517000
2017-04-24,13.230000,13.760000,13.050000,13.300000,13.300000,190349400
2017-05-01,13.430000,13.630000,9.850000,10.190000,10.190000,606062600
2017-05-08,10.220000,11.400000,10.000000,11.260000,11.260000,281133400
2017-05-15,11.410000,12.770000,10.810000,11.410000,11.410000,514081200
